gameId,team,year,round,playerId,displayName,gameNumber,Disposals,Kicks,Marks,Handballs,Goals,Behinds,HitOuts,Tackles,Rebounds,Inside50s,Clearances,Clangers,Frees,FreesAgainst,BrownlowVotes,ContestedPossessions,UncontestedPossessions,ContestedMarks,MarksInside50,OnePercenters,Bounces,GoalAssists,PercentPlayed,Subs
2020R709,Adelaide,2020,7,2012834096,Paul Seedsman,105,17,5,1,12,0,0,0,6,1,1,3,0,1,0,0,5,11,0,0,1,0,0,84,nan
2020R709,Adelaide,2020,7,2011832909,Brodie Smith,174,12,8,2,4,0,0,0,3,3,1,0,8,0,2,0,2,6,0,0,1,0,0,74,nan
2020R709,Adelaide,2020,7,2017831025,Tyson Stengle,7,7,7,2,0,0,0,0,1,1,1,0,2,1,1,0,2,5,0,1,1,0,1,71,nan
2020R709,Adelaide,2020,7,2011843284,Daniel Talia,193,14,13,6,1,0,0,0,3,2,2,1,2,2,0,0,5,9,1,0,4,0,0,91,nan
2020R709,Adelaide,2020,7,2009877055,Taylor Walker,195,8,6,2,2,3,2,1,0,0,1,0,0,2,0,0,6,2,1,2,3,0,0,87,nan
2020R806,Adelaide,2020,8,2012662083,Luke Brown,158,14,8,1,6,0,1,0,5,4,0,1,1,0,0,0,4,7,0,0,5,1,0,90,nan
2020R806,Adelaide,2020,8,2013674392,Brad Crouch,91,5,3,0,2,0,0,0,2,0,0,1,2,0,0,0,2,3,0,0,0,0,0,23,nan
2020R806,Adelaide,2020,8,2014678470,Matt Crouch,116,26,12,4,14,0,0,0,2,5,2,5,2,1,1,0,11,14,0,0,1,0,0,76,nan
2020R806,Adelaide,2020,8,2018689604,Tom Doedee,28,7,4,2,3,0,0,0,1,1,0,1,2,1,0,0,3,4,1,0,4,0,0,56,nan
2020R806,Adelaide,2020,8,2020728148,Will Hamill,6,17,9,0,8,0,0,0,6,4,0,0,1,2,0,0,7,9,0,0,0,0,0,90,nan
2020R806,Adelaide,2020,8,2013724713,Kyle Hartigan,105,9,5,0,4,0,0,0,4,3,0,0,3,1,2,0,5,4,0,0,5,0,0,91,nan
2020R806,Adelaide,2020,8,2018722651,Elliott Himmelberg,10,8,4,3,4,0,1,1,0,0,3,0,4,0,2,0,3,7,1,1,6,0,0,90,nan
2020R806,Adelaide,2020,8,2019748529,Chayce Jones,16,6,2,2,4,0,0,0,1,0,2,1,5,1,3,0,5,5,0,0,0,0,1,80,nan
2020R806,Adelaide,2020,8,2016755444,Ben Keays,37,21,8,3,13,0,1,0,4,0,4,5,0,1,0,0,12,12,0,0,3,0,0,84,nan
2020R806,Adelaide,2020,8,2013762245,Rory Laird,151,21,8,3,13,0,0,0,3,5,0,2,2,1,1,0,5,15,0,0,3,0,0,80,nan
